State,RunID,SurveyYear,RouteNumber,RouteType,RunNumber,SurveyDate,StartTime,EndTime,StartWind,EndWind,StartSky,EndSky,TempScale,DaysSinceRain,ObserverTrackingID,DateCreated,DateLastUpdated, QuizScore,UnifiedProtocol
Maryland,9902,2001,460703,NR,3,6/18/2001, 21:37,23:11,0,0,0,0,F,2,350,8/12/2006,8/12/2006,NULL,1
Maryland,9903,2001,460703,NR,2,5/4/2001, 21:26,23:03,0,0,0,1,F,NULL,350,8/12/2006,8/12/2006,NULL,1
Maryland,9904,2001,460703,NR,1,3/30/2001, 18:30,19:45,3,3,2,1,F,1,350,8/12/2006,8/12/2006,NULL,1
Maryland,9905,2001,460703,NR,3,6/19/2001, 20:00,22:00,1,1,0,0,F,3,347,8/12/2006,8/12/2006,NULL,1
Maryland,9906,2001,460703,NR,2,5/1/2001, 19:50,22:05,1,0,0,0,F,NULL,347,8/12/2006,8/12/2006,NULL,1
Maryland,9907,2001,460703,NR,2,4/22/2001, 19:40,21:45,1,1,0,0,F,1,349,8/12/2006,8/12/2006,NULL,1
Maryland,9908,2002,460703,NR,3,6/25/2002, 21:45,0:10,0,0,0,0,F,NULL,351,8/12/2006,8/13/2006,NULL,1
Maryland,9909,2002,460703,NR,3,6/18/2002, 20:00,22:00,1,1,1,1,F,NULL,347,8/12/2006,8/12/2006,NULL,1
Maryland,9910,2002,460703,NR,3,6/11/2002, 21:00,22:55,1,0,0,0,F,NULL,348,8/12/2006,8/12/2006,NULL,1
Maryland,9911,2002,460703,NR,3,6/4/2002, 21:05,22:37,1,1,2,0,F,NULL,352,8/12/2006,8/12/2006,NULL,1
Maryland,9912,2002,460703,NR,2,5/16/2002,NULL,NULL,3,1,1,1,F,2,347,8/12/2006,4/1/2008,NULL,1
Maryland,9913,2002,460703,NR,2,5/11/2002, 21:05,23:20,2,1,2,2,F,NULL,351,8/12/2006,8/12/2006,NULL,1
Maryland,9914,2002,460703,NR,1,3/29/2002, 20:07,22:24,3,3,2,1,F,2,351,8/12/2006,8/12/2006,NULL,1
Maryland,9915,2002,460703,NR,2,4/15/2002, 20:35,22:15,0,0,0,0,F,NULL,352,8/12/2006,8/12/2006,NULL,1
Maryland,9916,2002,460703,NR,2,4/16/2002, 20:28,22:18,0,0,0,0,F,NULL,2220,8/12/2006,8/12/2006,NULL,1
Maryland,9917,2002,460703,NR,1,3/14/2002, 19:20,21:20,1,1,1,1,F,1,347,8/12/2006,8/12/2006,NULL,1
Maryland,9918,2002,460703,NR,1,3/8/2002, 19:39,21:44,3,2,2,2,F,NULL,348,8/12/2006,8/12/2006,NULL,1
Maryland,9919,2002,460703,NR,1,3/7/2002, 19:10,20:45,0,0,1,1,F,NULL,352,8/12/2006,8/12/2006,NULL,1
Maryland,9920,2004,460703,NR,1,3/20/2004, 19:30,21:00,3,3,1,1,F,NULL,348,8/12/2006,8/12/2006,NULL,1
Maryland,9921,2004,460703,NR,2,4/18/2004, 21:17,22:55,1,0,0,0,F,NULL,348,8/12/2006,8/12/2006,NULL,1
Maryland,9922,2004,460703,NR,3,6/21/2004, 21:12,23:08,0,0,0,0,F,NULL,348,8/12/2006,8/12/2006,NULL,1
NewJersey,9923,2006,592008,RA,3,6/12/2006, 20:59,22:26,0,1,1,0,F,3,891,8/12/2006,8/12/2006,89,1
Maryland,9924,2006,460501,RO,3,7/8/2006, 22:32,0:21,0,0,2,2,F,NULL,2010,8/12/2006,8/12/2006,100,1
Maryland,9925,2006,460501,RO,3,7/8/2006, 22:32,0:21,0,0,2,2,F,NULL,2011,8/12/2006,8/12/2006,96,1
Maryland,9926,2002,460501,RO,3,7/9/2002, 21:17,22:54,3,2,2,4,C,0,720,8/12/2006,8/12/2006,NULL,1
Indiana,9927,2006,350407,RO,1,3/30/2006, 20:49,22:19,1,3,0,0,F,2,1315,8/14/2006,8/14/2006,79,1
Indiana,9928,2006,350407,RO,2,5/15/2006, 21:43,23:21,2,2,2,5,F,0,1315,8/14/2006,8/14/2006,79,1
Indiana,9929,2006,350407,RO,3,6/23/2006, 21:58,23:33,1,2,2,0,F,0,1315,8/14/2006,8/14/2006,79,1
NorthCarolina,9930,2006,630105,RO,1,2/28/2006, 20:21,23:29,1,0,0,1,F,NULL,1881,8/14/2006,8/14/2006,72,1
NorthCarolina,9931,2006,630105,RO,2,4/4/2006, 20:29,23:04,1,1,1,0,F,4,1881,8/14/2006,8/14/2006,72,1
NorthCarolina,9932,2006,630105,RO,3,6/12/2006, 21:03,23:54,0,0,2,2,F,1,1881,8/14/2006,8/14/2006,72,1
Virginia,9933,2006,881905,NR,2,4/3/2006, 20:06,22:10,0,0,1,2,F,0,1758,8/15/2006,8/15/2006,78,1
Virginia,9934,2006,881905,NR,3,5/25/2006, 20:52,22:46,0,0,0,0,F,0,1758,8/15/2006,8/15/2006,78,1
Virginia,9935,2006,881905,NR,4,6/28/2006, 21:09,23:15,1,0,1,1,F,0,1758,8/15/2006,8/15/2006,78,1
NewJersey,9936,2006,590508,RO,1,3/13/2006, 18:57,21:04,0,0,0,0,F,NULL,876,8/16/2006,8/16/2006,79,1
NewJersey,9937,2006,590508,RO,2,5/7/2006, 20:20,21:57,0,0,0,0,F,NULL,876,8/16/2006,8/16/2006,79,1
NewJersey,9938,2006,590508,RO,3,6/29/2006, 21:00,22:45,0,0,0,1,F,NULL,876,8/16/2006,8/16/2006,79,1
NorthCarolina,9939,2006,630310,RO,2,4/30/2006, 20:40,22:55,2,2,5,2,F,0,1968,8/18/2006,8/18/2006,88,1
NorthCarolina,9940,2006,630310,RO,3,6/26/2006, 21:45,23:51,1,1,1,1,F,0,1968,8/18/2006,8/18/2006,88,1
Virginia,9941,2006,880404,RO,2,4/7/2006, 20:35,22:32,2,1,5,1,F,0,1736,8/20/2006,8/20/2006,81,1
Virginia,9942,2006,880404,RO,3,5/12/2006, 20:50,22:51,0,0,1,1,F,1,1736,8/20/2006,8/20/2006,81,1
Virginia,9943,2006,880404,RO,4,6/24/2006, 21:10,23:10,0,0,2,5,F,0,1736,8/20/2006,8/20/2006,81,1
Maryland,9944,2006,460703,NR,3,6/13/2006, 22:00,23:02,0,NULL,0,NULL,F,1,1967,8/21/2006,8/21/2006,66,1
Virginia,9945,2004,880117,RO,1,2/24/2004, 18:55,20:33,0,2,2,2,F,0,1717,8/21/2006,8/21/2006,NULL,1
Virginia,9946,2001,880117,RO,3,6/20/2001, 21:45,23:42,0,0,2,1,C,0,1717,8/21/2006,2/20/2007,NULL,1
Indiana,9947,2006,350310,RO,1,3/29/2006, 20:15,21:38,0,0,1,0,F,1,704,8/21/2006,8/21/2006,74,1
Indiana,9949,2006,350310,RO,3,6/20/2006, 22:24,0:14,0,0,1,1,F,1,704,8/21/2006,8/21/2006,74,1
Virginia,9950,2006,881104,NR,2,4/6/2006, 20:07,21:21,1,0,2,0,C,3,1724,8/22/2006,8/22/2006,91,1
Virginia,9951,2006,881104,NR,3,5/18/2006, 20:49,21:56,2,3,0,1,C,NULL,1724,8/22/2006,8/22/2006,91,1
Virginia,9952,2006,881104,NR,4,6/22/2006, 20:58,22:06,0,0,0,0,C,1,1724,8/22/2006,8/22/2006,91,1
Virginia,9953,2002,880117,RO,1,2/20/2002, 18:58,20:30,2,0,2,1,C,NULL,1717,8/22/2006,8/22/2006,NULL,1
Delaware,9955,2006,211301,RA,2,5/4/2006, 21:20,23:14,1,1,2,2,C,NULL,163,8/24/2006,8/24/2006,79,1
Delaware,9956,2006,211301,RA,3,6/21/2006, 21:13,22:58,1,0,1,1,C,4,163,8/24/2006,8/24/2006,79,1
NewHampshire,9958,2006,580203,RO,1,4/14/2006, 21:08,22:50,2,2,2,2,F,5,437,8/24/2006,8/24/2006,76,1
NewHampshire,9959,2006,580203,RO,2,5/25/2006, 20:30,22:10,1,1,1,1,F,1,437,8/24/2006,8/24/2006,76,1
NewHampshire,9960,2006,580203,RO,3,6/6/2006, 21:30,22:50,0,0,0,0,F,0,437,8/24/2006,8/24/2006,76,1
NewHampshire,9961,2006,580203,RO,4,7/9/2006, 22:35,23:40,1,1,1,1,F,NULL,437,8/24/2006,8/24/2006,76,1
NewHampshire,9962,2006,580403,RO,1,4/13/2006, 20:03,20:54,3,0,1,2,F,0,410,8/24/2006,8/24/2006,96,1
NewHampshire,9963,2006,580403,RO,4,7/10/2006, 21:18,22:16,0,0,4,4,F,0,410,8/24/2006,8/24/2006,96,1
NewHampshire,9965,2006,580104,RO,1,4/15/2006, 17:25,19:12,3,2,1,1,F,0,434,8/24/2006,8/24/2006,96,1
NewHampshire,9966,2006,580104,RO,2,5/9/2006, 20:43,22:45,1,1,2,1,F,0,434,8/24/2006,8/24/2006,96,1
NewHampshire,9967,2006,580104,RO,3,6/1/2006, 20:34,22:58,3,1,2,2,F,NULL,2067,8/24/2006,8/24/2006,70,1
NewHampshire,9968,2006,580104,RO,4,7/11/2006, 20:40,22:32,0,0,2,1,F,0,2067,8/24/2006,8/24/2006,70,1
Maine,9969,2006,440413,RO,1,4/13/2006, 20:18,21:45,1,0,0,0,F,NULL,1687,8/25/2006,8/25/2006,67,1
Maine,9970,2006,440413,RO,2,5/17/2006, 21:05,22:44,NULL,NULL,5,NULL,F,NULL,1687,8/25/2006,9/5/2006,67,1
Maine,9971,2006,440413,RO,3,6/30/2006, 21:42,23:13,0,0,0,0,F,NULL,1687,8/25/2006,8/25/2006,67,1
NorthCarolina,9972,2006,630311,RO,2,4/17/2006, 20:32,22:15,1,1,2,1,F,6,1866,8/26/2006,8/26/2006,97,1
NorthCarolina,9973,2006,630311,RO,3,6/21/2006, 21:34,23:15,1,0,0,0,F,8,1866,8/26/2006,8/26/2006,97,1
Virginia,9974,2006,880504,RO,2,3/12/2006, 18:48,20:38,0,0,1,1,F,0,1857,8/27/2006,8/27/2006,67,1
Virginia,9975,2006,880504,RO,2,5/13/2006, 21:36,23:03,1,1,1,1,F,3,1857,8/27/2006,8/27/2006,67,1
Virginia,9976,2006,880504,RO,2,7/1/2006, 20:45,22:48,1,1,1,1,F,4,1857,8/27/2006,8/27/2006,67,1
NorthCarolina,9977,2006,630316,RO,1,2/23/2006, 20:40,22:02,1,1,1,1,F,NULL,1870,8/28/2006,8/28/2006,93,1
NorthCarolina,9978,2006,630316,RO,2,4/22/2006, 20:55,22:20,0,0,2,2,F,NULL,1870,8/28/2006,8/28/2006,93,1
NorthCarolina,9979,2006,630316,RO,3,6/12/2006, 21:15,22:40,0,2,5,2,F,NULL,1870,8/28/2006,8/28/2006,93,1
Maine,9980,2005,440111,NR,1,4/20/2005, 19:52,21:09,2,2,5,5,C,NULL,2184,8/29/2006,8/29/2006,NULL,1
Maine,9981,2005,440111,NR,2,5/18/2005, 20:30,21:40,0,NULL,5,NULL,F,NULL,2184,8/29/2006,8/29/2006,NULL,1
Maine,9982,2005,440111,NR,3,7/7/2005, 20:50,22:15,0,0,0,0,C,1,2184,8/29/2006,8/29/2006,NULL,1
Massachusetts,9983,2006,470104,RA,2,4/1/2006, 22:00,23:57,1,2,2,2,C,3,685,8/30/2006,8/30/2006,84,1
Massachusetts,9984,2006,470104,RA,4,7/1/2006, 21:30,23:55,2,2,0,0,C,NULL,685,8/30/2006,8/30/2006,84,1
Tennessee,9985,2006,820215,RO,4,8/9/2006, 20:06,21:26,0,0,2,1,F,NULL,1338,8/31/2006,8/31/2006,89,1
Maine,9991,2005,440108,RO,1,5/19/2005, 21:33,22:45,0,0,0,0,F,0,488,8/31/2006,8/31/2006,NULL,1
Maine,9992,2005,440108,RO,2,6/10/2005, 21:30,22:55,0,0,1,1,F,0,488,8/31/2006,8/31/2006,NULL,1
Maine,9993,2005,440108,RO,3,7/2/2005, 21:40,23:23,0,0,0,0,F,2,488,8/31/2006,8/31/2006,NULL,1
Indiana,9994,2006,350207,RO,1,3/31/2006, 19:30,21:25,3,3,2,2,C,NULL,1837,8/31/2006,8/31/2006,68,1
Indiana,9995,2006,350207,RO,3,6/20/2006, 21:35,23:18,0,0,2,2,F,NULL,1837,8/31/2006,8/31/2006,68,1
Tennessee,9996,2006,820417,RO,4,8/7/2006, 20:40,22:10,0,0,2,2,F,1,1830,8/31/2006,8/31/2006,72,1
Tennessee,9997,2006,820206,RO,4,7/23/2006, 22:15,23:37,0,0,0,0,F,1,1826,8/31/2006,8/31/2006,78,1
Tennessee,9999,2006,820417,RO,1,2/17/2006, 18:50,20:16,1,1,2,2,F,NULL,1830,8/31/2006,8/31/2006,72,1
Tennessee,10000,2006,820206,RO,1,2/15/2006, 18:45,20:11,0,3,0,0,F,NULL,1826,8/31/2006,8/31/2006,78,1
Tennessee,10002,2006,820513,RO,2,4/5/2006, 20:10,21:51,2,1,1,1,F,NULL,2035,8/31/2006,8/31/2006,80,1
Maryland,10005,2006,461004,NR,2,5/13/2006, 20:56,23:03,0,NULL,1,NULL,F,0,1990,8/31/2006,8/31/2006,80,1
Maryland,10006,2006,461004,NR,3,6/14/2006, 20:44,22:11,0,NULL,2,NULL,F,1,1990,8/31/2006,8/31/2006,80,1
NewJersey,10007,2006,590808,RA,2,4/20/2006, 20:15,22:40,1,1,1,1,F,NULL,2101,9/1/2006,9/1/2006,75,1
NewJersey,10008,2006,590808,RA,3,6/15/2006, 21:04,22:57,1,1,1,1,F,3,2101,9/1/2006,9/1/2006,75,1
NorthCarolina,10009,2006,630106,RO,2,5/4/2006, 22:38,23:55,0,0,0,0,C,NULL,1982,9/5/2006,9/5/2006,66,1
Tennessee,10010,2006,820206,RO,2,4/1/2006, 20:00,21:25,1,1,0,0,F,1,1826,9/5/2006,9/5/2006,78,1
Tennessee,10014,2006,820201,RO,2,3/30/2006, 20:15,21:25,2,2,2,1,F,NULL,1467,9/5/2006,9/5/2006,74,1
Tennessee,10015,2006,820211,RO,2,4/5/2006, 18:20,19:27,3,1,2,2,F,NULL,1467,9/5/2006,9/5/2006,74,1
Tennessee,10016,2006,820312,RO,2,4/14/2006, 21:05,22:23,2,2,0,0,F,5,1552,9/5/2006,9/5/2006,75,1
Tennessee,10019,2006,820112,RO,2,4/10/2006, 19:35,21:14,1,0,0,0,C,3,1466,9/5/2006,9/5/2006,67,1
Virginia,10021,2006,880214,RO,1,3/14/2006, 20:05,21:45,3,3,0,0,F,NULL,1765,9/6/2006,9/6/2006,65,1
Virginia,10022,2006,880214,RO,2,5/9/2006, 20:41,23:05,0,0,0,0,F,2,1765,9/6/2006,9/6/2006,65,1
Virginia,10023,2006,880214,RO,3,7/1/2006, 21:10,23:45,2,0,2,0,F,NULL,1765,9/6/2006,9/6/2006,65,1
Tennessee,10027,2006,820215,RO,2,4/15/2006, 19:40,20:57,0,0,2,1,F,NULL,1338,9/7/2006,9/7/2006,89,1
Tennessee,10030,2006,820417,RO,3,6/12/2006, 21:07,22:40,1,1,0,0,F,7,1830,9/7/2006,9/7/2006,72,1
Tennessee,10031,2006,820206,RO,3,5/24/2006, 21:50,23:35,0,0,0,0,F,2,1826,9/7/2006,9/7/2006,78,1
Massachusetts,10032,2006,470103,RO,4,7/6/2006, 20:58,22:23,1,1,0,0,F,1,671,9/7/2006,9/7/2006,85,1
Delaware,10033,2006,210801,RA,3,6/29/2006, 21:00,23:06,0,1,2,1,C,NULL,1913,9/10/2006,9/10/2006,72,1
NorthCarolina,10034,2006,630413,RO,3,6/27/2006, 21:11,23:34,0,1,1,2,C,0,1875,9/11/2006,9/11/2006,68,1
NorthCarolina,10035,2006,630213,RO,3,6/29/2006, 21:10,23:10,0,0,5,5,C,NULL,1875,9/11/2006,9/11/2006,68,1
Missouri,10036,2006,520614,NR,1,3/11/2006, 18:45,20:45,0,0,2,2,F,NULL,1918,9/13/2006,9/13/2006,79,1
Missouri,10037,2006,520614,NR,2,5/6/2006, 18:45,21:00,0,0,1,1,F,NULL,1918,9/13/2006,9/13/2006,79,1
Missouri,10038,2006,520614,NR,3,6/25/2006, 21:00,23:00,0,0,2,2,F,NULL,1918,9/13/2006,9/13/2006,79,1
Tennessee,10040,2006,820204,RO,3,6/15/2006, 21:03,22:39,0,0,1,0,F,NULL,1346,9/14/2006,9/14/2006,86,1
Tennessee,10041,2006,820215,RO,3,6/14/2006, 20:36,22:00,0,0,0,0,F,NULL,1338,9/14/2006,9/14/2006,89,1
WestVirginia,10047,2006,900203,RO,1,3/29/2006, 21:45,23:27,0,1,0,0,F,1,464,9/14/2006,9/14/2006,76,1
WestVirginia,10048,2006,900203,RO,2,5/3/2006, 21:00,22:36,2,2,0,0,F,1,464,9/14/2006,9/14/2006,76,1
WestVirginia,10049,2006,900203,RO,3,6/20/2006, 19:30,21:15,1,2,2,0,F,1,464,9/14/2006,9/14/2006,76,1
Tennessee,10053,2006,820112,RO,3,6/8/2006, 20:20,22:00,1,1,0,0,C,NULL,1466,9/19/2006,9/19/2006,67,1
Tennessee,10054,2006,820211,RO,3,6/7/2006, 20:47,21:53,0,1,1,1,F,NULL,1467,9/19/2006,9/19/2006,74,1
Tennessee,10055,2006,820201,RO,3,6/6/2006, 21:45,22:53,1,0,0,0,F,NULL,1467,9/19/2006,9/19/2006,74,1
Maine,10056,2006,440814,RA,1,4/21/2006, 19:00,21:02,1,0,0,0,F,1,495,9/19/2006,9/19/2006,71,1
Tennessee,10057,2006,820312,RO,3,6/4/2006, 21:20,22:40,0,0,0,0,F,2,1552,9/19/2006,9/19/2006,75,1
Tennessee,10059,2006,820204,RO,4,8/8/2006, 20:32,21:56,1,0,1,1,F,NULL,1346,9/19/2006,9/19/2006,86,1
Tennessee,10062,2006,820312,RO,4,8/8/2006, 22:38,0:50,0,0,0,0,F,NULL,1552,9/19/2006,9/19/2006,75,1
Maryland,10063,2006,460804,NR,3,6/20/2006, 21:00,23:01,1,1,1,1,F,1,1427,9/19/2006,9/19/2006,67,1
Tennessee,10069,2006,820112,RO,4,8/9/2006, 20:05,21:45,0,0,0,1,C,NULL,1466,9/21/2006,9/21/2006,67,1
Tennessee,10070,2006,820211,RO,4,8/3/2006, 20:24,21:33,2,2,1,1,F,1,1467,9/21/2006,9/21/2006,74,1
Tennessee,10071,2006,820201,RO,4,8/7/2006, 21:47,22:58,1,1,1,0,F,4,1467,9/21/2006,9/21/2006,74,1
Indiana,10074,2006,350414,RO,1,3/31/2006, 19:59,21:28,1,1,0,0,F,1,651,9/23/2006,9/23/2006,71,1
Indiana,10075,2006,350414,RO,2,5/14/2006, 20:36,22:03,2,2,0,0,F,NULL,651,9/23/2006,9/23/2006,71,1
Indiana,10076,2006,350414,RO,3,6/25/2006, 20:55,22:15,0,0,0,0,F,NULL,651,9/23/2006,9/23/2006,71,1
Maryland,10077,2006,460706,RA,1,3/29/2006, 19:10,21:10,1,1,2,2,F,30,281,9/23/2006,9/23/2006,91,1
Maryland,10078,2006,460706,RA,2,5/14/2006, 20:30,22:15,2,2,1,1,F,NULL,281,9/23/2006,9/23/2006,91,1
Maryland,10079,2006,460706,RA,3,6/21/2006, 21:35,22:55,0,0,1,1,F,NULL,281,9/23/2006,9/23/2006,91,1
Pennsylvania,10080,2006,720506,RO,2,5/30/2006, 20:11,21:29,0,0,1,1,F,NULL,571,9/28/2006,9/28/2006,80,1
Pennsylvania,10081,2006,720506,RO,3,6/28/2006, 20:05,21:22,2,0,2,1,F,1,571,9/28/2006,9/28/2006,80,1
Mississippi,10082,2005,519002,NR,2,5/2/2005, 20:20,22:59,1,0,0,0,F,2,1547,9/28/2006,9/28/2006,NULL,1
Mississippi,10083,2005,519002,NR,3,7/1/2005, 20:36,23:16,0,0,1,0,F,1,1547,9/28/2006,9/28/2006,NULL,1
Mississippi,10084,2005,519002,NR,1,2/14/2005, 19:13,22:00,0,0,0,4,F,1,1547,9/28/2006,9/28/2006,NULL,1
Mississippi,10085,2006,519002,NR,2,5/4/2006, 19:33,21:56,1,1,2,2,F,4,1547,9/28/2006,1/22/2007,72,1
Pennsylvania,10089,2001,720106,RO,2,4/27/2001, 20:55,22:03,3,3,0,0,F,NULL,582,9/28/2006,9/28/2006,NULL,1
Pennsylvania,10090,2001,720114,RO,1,4/10/2001, 20:24,21:44,1,1,2,2,F,1,2124,9/29/2006,9/29/2006,NULL,1
Pennsylvania,10091,2001,720114,RO,1,4/9/2001, 19:40,20:52,0,0,2,2,F,NULL,2238,9/29/2006,9/29/2006,NULL,1
Pennsylvania,10092,2001,720507,RO,1,4/7/2001, 20:12,21:20,3,3,2,2,F,1,579,9/29/2006,9/29/2006,NULL,1
Pennsylvania,10093,2001,720307,RO,1,4/4/2001, 20:15,21:35,0,0,0,1,F,NULL,579,9/29/2006,9/29/2006,NULL,1
Pennsylvania,10094,2001,720206,RO,1,4/6/2001, 20:25,21:52,0,0,4,2,F,0,579,9/29/2006,9/29/2006,NULL,1
Mississippi,10095,2006,519002,NR,3,6/29/2006, 20:33,23:10,0,0,0,1,F,6,1547,9/29/2006,9/29/2006,72,1
Minnesota,10102,2006,500104,RO,1,4/22/2006, 21:00,22:30,1,1,0,0,F,NULL,1232,10/4/2006,10/4/2006,84,1
Minnesota,10103,2006,500104,RO,2,6/1/2006, 21:50,23:30,1,2,0,0,F,NULL,1232,10/4/2006,10/4/2006,84,1
Minnesota,10104,2006,500104,RO,3,7/7/2006, 22:15,0:00,3,3,2,2,F,NULL,1232,10/4/2006,10/4/2006,84,1
Minnesota,10105,2006,500106,RO,1,5/13/2006, 21:37,23:12,2,1,1,2,F,NULL,2106,10/4/2006,10/4/2006,65,1
Minnesota,10106,2006,500106,RO,2,6/9/2006, 21:43,22:55,2,2,1,1,F,NULL,2106,10/4/2006,10/4/2006,65,1
Minnesota,10107,2006,500106,RO,3,7/20/2006, 21:42,22:57,1,0,1,1,F,NULL,2106,10/4/2006,10/4/2006,65,1
Minnesota,10110,2006,500109,NR,1,4/30/2006, 21:30,23:15,3,3,5,2,F,NULL,1142,10/4/2006,10/4/2006,81,1
Minnesota,10111,2006,500109,NR,2,6/15/2006, 22:45,0:20,0,0,0,0,F,NULL,1142,10/4/2006,10/4/2006,81,1
Minnesota,10112,2006,500109,NR,3,7/14/2006, 22:10,23:45,1,1,0,0,F,NULL,1142,10/4/2006,10/4/2006,81,1
Minnesota,10113,2006,500111,NR,1,5/2/2006, 21:05,22:50,0,0,4,4,F,NULL,2066,10/4/2006,10/4/2006,72,1
Minnesota,10114,2006,500111,NR,2,5/14/2006, 21:00,22:20,0,0,0,0,F,NULL,2066,10/4/2006,10/4/2006,72,1
Minnesota,10115,2006,500111,NR,3,7/19/2006, 20:50,21:30,0,0,0,0,F,NULL,2066,10/4/2006,10/4/2006,72,1
Minnesota,10119,2006,500118,RO,1,4/26/2006, 21:45,23:00,0,0,0,0,F,NULL,785,10/4/2006,10/4/2006,65,1
Minnesota,10120,2006,500118,RO,2,5/26/2006, 21:45,23:15,0,0,0,0,F,NULL,785,10/4/2006,10/4/2006,65,1
Minnesota,10121,2006,500118,RO,3,7/8/2006, 21:45,23:15,0,0,0,0,F,NULL,785,10/4/2006,10/4/2006,65,1
Minnesota,10122,2006,500119,NR,1,5/13/2006, 21:06,23:00,1,1,0,0,F,NULL,1637,10/4/2006,10/4/2006,71,1
Minnesota,10123,2006,500119,NR,2,6/15/2006, 21:39,23:14,3,0,2,2,F,NULL,1637,10/4/2006,10/4/2006,71,1
Minnesota,10124,2006,500119,NR,3,7/16/2006, 21:35,23:35,1,1,4,4,F,NULL,1637,10/4/2006,10/4/2006,71,1
Minnesota,10125,2006,500126,RO,1,4/16/2006, 20:45,23:15,1,2,0,0,F,NULL,1145,10/4/2006,10/4/2006,66,1
Minnesota,10126,2006,500126,RO,2,5/26/2006, 21:57,23:54,3,3,1,2,F,NULL,1145,10/4/2006,10/4/2006,66,1
Minnesota,10127,2006,500126,RO,3,7/5/2006, 21:50,23:58,1,0,2,0,F,NULL,1145,10/4/2006,10/4/2006,66,1
Minnesota,10130,2006,500130,NR,1,4/17/2006, 21:00,22:17,1,4,0,0,F,NULL,1147,10/4/2006,10/4/2006,91,1
Minnesota,10131,2006,500130,NR,2,6/3/2006, 21:30,23:00,1,1,0,0,F,NULL,1147,10/4/2006,10/4/2006,91,1
Minnesota,10132,2006,500130,NR,3,7/6/2006, 21:30,23:00,0,0,0,0,F,NULL,1147,10/4/2006,10/4/2006,91,1
Minnesota,10133,2006,500132,RO,1,4/23/2006, 20:49,22:14,0,0,0,0,F,NULL,1462,10/4/2006,10/4/2006,91,1
Minnesota,10134,2006,500132,RO,2,5/30/2006, 21:45,23:06,1,0,0,1,F,NULL,1462,10/4/2006,10/4/2006,91,1
Minnesota,10135,2006,500132,RO,3,7/4/2006, 21:36,22:50,1,1,0,0,F,NULL,1462,10/4/2006,10/4/2006,91,1
Minnesota,10136,2006,500135,NR,1,4/23/2006, 20:36,22:20,2,3,5,2,F,NULL,1614,10/4/2006,10/4/2006,66,1
Minnesota,10137,2006,500135,NR,2,5/31/2006, 21:47,23:53,0,0,1,1,F,NULL,1614,10/4/2006,10/4/2006,66,1
Minnesota,10138,2006,500135,NR,3,7/11/2006, 22:20,0:10,0,0,4,4,F,NULL,1614,10/4/2006,10/4/2006,66,1
Minnesota,10139,2006,500138,NR,1,4/21/2006, 21:00,23:45,1,0,2,0,F,NULL,1665,10/4/2006,10/4/2006,100,1
Minnesota,10140,2006,500138,NR,2,5/20/2006, 21:30,0:00,3,3,2,0,F,NULL,1665,10/4/2006,10/4/2006,100,1
Minnesota,10141,2006,500138,NR,3,7/1/2006, 21:30,0:30,0,0,0,0,F,NULL,1665,10/4/2006,10/4/2006,100,1
Minnesota,10142,2006,500141,RO,1,4/20/2006, 21:00,22:15,2,3,1,5,F,NULL,2023,10/4/2006,10/4/2006,93,1
Minnesota,10143,2006,500141,RO,2,6/1/2006, 21:30,22:50,1,1,0,0,F,NULL,2023,10/4/2006,10/4/2006,93,1
Minnesota,10144,2006,500141,RO,3,7/10/2006, 21:45,22:55,1,1,2,1,F,NULL,2023,10/4/2006,10/4/2006,93,1
Minnesota,10145,2006,500185,NR,1,4/27/2006, 21:35,23:41,3,4,2,0,F,NULL,1436,10/4/2006,10/4/2006,87,1
Minnesota,10146,2006,500185,NR,2,6/4/2006, 21:55,23:57,3,1,1,2,F,NULL,1436,10/4/2006,10/4/2006,87,1
Minnesota,10147,2006,500185,NR,3,7/6/2006, 22:32,0:35,2,3,0,0,F,NULL,1436,10/4/2006,10/4/2006,87,1
Minnesota,10148,2006,500191,NR,1,4/23/2006, 21:05,23:00,0,0,0,0,F,NULL,1100,10/4/2006,10/4/2006,85,1
Minnesota,10149,2006,500191,NR,2,5/26/2006, 21:18,23:20,0,0,0,0,F,NULL,1100,10/4/2006,10/4/2006,85,1
Minnesota,10150,2006,500191,NR,3,7/2/2006, 21:30,23:35,0,0,1,1,F,NULL,1100,10/4/2006,10/4/2006,85,1
Minnesota,10153,2006,500205,RO,1,4/24/2006, 21:30,23:15,0,0,2,5,F,NULL,804,10/4/2006,10/4/2006,76,1
Minnesota,10154,2006,500205,RO,2,6/15/2006, 21:43,23:17,2,1,2,2,F,NULL,804,10/4/2006,10/4/2006,76,1
Minnesota,10155,2006,500208,RO,1,4/26/2006, 21:10,23:00,1,0,0,0,F,NULL,759,10/4/2006,10/4/2006,68,1
Minnesota,10156,2006,500208,RO,2,5/23/2006, 21:30,23:00,1,0,1,1,F,NULL,759,10/4/2006,10/4/2006,68,1
Minnesota,10157,2006,500208,RO,3,6/28/2006, 21:30,23:30,0,0,0,0,F,NULL,759,10/4/2006,10/4/2006,68,1
Minnesota,10160,2006,500216,RO,1,4/26/2006, 20:45,0:15,2,2,0,0,F,NULL,2081,10/4/2006,10/4/2006,78,1
Minnesota,10161,2006,500216,RO,2,5/30/2006, 21:13,22:38,1,1,0,0,F,NULL,2081,10/4/2006,10/4/2006,78,1
